id,name,episode,agent,start_time,end_time,kill,dead
0,enemy,0,defensive,2022-11-16 17:37:54.537199,2022-11-16 17:41:31.619322,0,0.0
0,enemy,1,aggressive,2022-11-16 17:42:21.030808,2022-11-16 17:44:36.115850,0,3.0
0,enemy,2,aimer,2022-11-16 17:45:04.499298,2022-11-16 17:47:20.056511,0,2.0
0,enemy,3,hider,2022-11-16 17:47:34.137002,2022-11-16 17:49:54.197505,0,1.0
0,enemy,4,runner,2022-11-16 17:50:58.670168,2022-11-16 17:53:03.126455,0,3.0
0,enemy,5,defensive,2022-11-16 17:53:13.970548,2022-11-16 17:55:22.776485,0,1.0
0,enemy,6,aggressive,2022-11-16 17:55:34.339619,2022-11-16 17:57:43.037780,0,3.0
0,enemy,7,aimer,2022-11-16 17:58:26.429283,2022-11-16 18:00:31.343263,0,2.0
0,enemy,8,hider,2022-11-16 18:00:42.622309,2022-11-16 18:02:52.567877,0,0.0
0,enemy,9,runner,2022-11-16 18:03:03.844761,2022-11-16 18:07:09.397508,0,8.0
