id,name,episode,agent,start_time,end_time,kill,dead
0,enemy,0,defensive,2022-11-17 00:24:15.340945,2022-11-17 00:26:18.013733,0,0.0
0,enemy,1,aggressive,2022-11-17 00:26:45.663693,2022-11-17 00:28:48.140177,0,5.0
0,enemy,2,aimer,2022-11-17 00:29:11.249820,2022-11-17 00:31:13.821589,0,6.0
0,enemy,3,hider,2022-11-17 00:32:03.957383,2022-11-17 00:34:07.501433,0,4.0
0,enemy,4,runner,2022-11-17 00:34:20.768138,2022-11-17 00:36:23.284546,0,11.0
0,enemy,5,defensive,2022-11-17 00:36:35.931346,2022-11-17 00:38:38.291633,0,2.0
0,enemy,6,aggressive,2022-11-17 00:38:52.983947,2022-11-17 00:40:55.354821,0,4.0
0,enemy,7,aimer,2022-11-17 00:41:08.844418,2022-11-17 00:43:11.397542,0,4.0
0,enemy,8,hider,2022-11-17 00:43:23.737812,2022-11-17 00:45:28.120510,0,6.0
0,enemy,9,runner,2022-11-17 00:45:39.263801,2022-11-17 00:47:41.467315,0,16.0
