id,name,episode,agent,start_time,end_time,kill,dead
0,enemy,0,defensive,2022-11-16 17:47:08.898006,2022-11-16 17:49:15.081904,0,0.0
0,enemy,1,aggressive,2022-11-16 17:49:42.471999,2022-11-16 17:51:45.351953,0,2.0
0,enemy,2,aimer,2022-11-16 17:52:01.401308,2022-11-16 17:54:03.569530,0,2.0
0,enemy,3,hider,2022-11-16 17:54:18.229538,2022-11-16 17:56:21.576168,0,4.0
0,enemy,4,runner,2022-11-16 17:56:27.915016,2022-11-16 17:58:35.725718,0,4.0
0,enemy,5,defensive,2022-11-16 17:58:40.973994,2022-11-16 18:00:48.302467,0,3.0
0,enemy,6,aggressive,2022-11-16 18:01:03.131290,2022-11-16 18:03:05.960319,0,2.0
0,enemy,7,aimer,2022-11-16 18:03:11.827141,2022-11-16 18:05:21.375420,0,3.0
0,enemy,8,hider,2022-11-16 18:05:25.163763,2022-11-16 18:07:36.771228,0,3.0
0,enemy,9,runner,2022-11-16 18:07:50.495611,2022-11-16 18:09:53.237562,0,5.0
