id,name,episode,agent,start_time,end_time,kill,dead
0,enemy,0,defensive,2022-11-17 10:50:13.541985,2022-11-17 10:52:21.035643,0,2.0
0,enemy,1,aggressive,2022-11-17 10:52:44.535302,2022-11-17 10:54:48.199759,0,4.0
0,enemy,2,aimer,2022-11-17 10:54:55.679071,2022-11-17 10:57:09.683522,0,4.0
0,enemy,3,hider,2022-11-17 10:57:42.538821,2022-11-17 10:59:45.657466,0,4.0
0,enemy,4,runner,2022-11-17 11:00:00.602708,2022-11-17 11:02:10.958127,0,9.0
0,enemy,5,defensive,2022-11-17 11:02:17.631140,2022-11-17 11:04:27.195998,0,2.0
0,enemy,6,aggressive,2022-11-17 11:04:36.421596,2022-11-17 11:06:46.645594,0,1.0
0,enemy,7,aimer,2022-11-17 11:06:54.434514,2022-11-17 11:09:05.150800,0,4.0
0,enemy,8,hider,2022-11-17 11:09:11.662210,2022-11-17 11:11:18.935755,0,4.0
0,enemy,9,runner,2022-11-17 11:11:26.995696,2022-11-17 11:13:34.688987,0,7.0
