id,name,episode,agent,start_time,end_time,kill,dead
0,enemy,0,defensive,2022-11-16 16:43:26.430917,2022-11-16 16:48:40.067309,0,0.0
0,enemy,1,aggressive,2022-11-16 16:48:40.219905,2022-11-16 16:50:42.564345,0,1.0
0,enemy,2,aimer,2022-11-16 16:50:42.684211,2022-11-16 16:52:44.919368,0,3.0
0,enemy,3,hider,2022-11-16 16:52:45.056032,2022-11-16 16:54:47.756241,0,0.0
0,enemy,4,runner,2022-11-16 16:54:47.897146,2022-11-16 16:56:49.717700,0,2.0
0,enemy,5,defensive,2022-11-16 16:56:49.840951,2022-11-16 16:58:52.099646,0,0.0
0,enemy,6,aggressive,2022-11-16 17:21:52.030691,2022-11-16 17:23:58.169908,0,0.0
0,enemy,7,aimer,2022-11-16 17:24:30.713555,2022-11-16 17:27:06.186737,0,2.0
0,enemy,8,hider,2022-11-16 17:27:42.506775,2022-11-16 17:29:54.358190,0,1.0
0,enemy,9,runner,2022-11-16 17:30:03.488796,2022-11-16 17:32:17.702654,0,1.0
