id,name,episode,agent,start_time,end_time,kill,dead
0,juchanseo,0,defensive,2022-11-17 11:52:37.750266,2022-11-17 11:54:35.255777,0,6.0
0,juchanseo,1,aggressive,2022-11-17 11:55:26.831201,2022-11-17 11:57:24.066703,0,6.0
0,juchanseo,2,aimer,2022-11-17 11:57:52.051590,2022-11-17 11:59:49.593357,0,4.0
0,juchanseo,3,hider,2022-11-17 12:00:23.095449,2022-11-17 12:02:20.640045,0,4.0
0,juchanseo,4,runner,2022-11-17 12:02:55.217452,2022-11-17 12:04:52.702846,0,0.0
0,juchanseo,5,defensive,2022-11-17 12:05:12.694060,2022-11-17 12:07:10.227278,0,7.0
0,juchanseo,6,aggressive,2022-11-17 12:08:39.856040,2022-11-17 12:10:37.392188,0,7.0
0,juchanseo,7,aimer,2022-11-17 12:10:54.030429,2022-11-17 12:12:51.537134,0,6.0
0,juchanseo,8,hider,2022-11-17 12:13:56.474152,2022-11-17 12:15:53.685741,0,6.0
0,juchanseo,9,runner,2022-11-17 12:16:10.752949,2022-11-17 12:18:08.097860,0,0.0
