id,name,episode,agent,kill,death,time
66,enemy,3,Guardian,6.0,1,17
66,enemy,4,Explorer,7.0,1,13
66,enemy,5,Conqueror,48.0,0,60
66,enemy,6,Manager,61.0,0,60
66,enemy,7,Artisan,6.0,1,26
66,enemy,8,Guardian,0.0,0,60
66,enemy,9,Explorer,9.0,1,27
67,enemy,0,Conqueror,41.0,0,60
67,enemy,1,Manager,41.0,0,60
67,enemy,2,Artisan,11.0,1,22
67,enemy,3,Guardian,12.0,1,36
67,enemy,4,Explorer,2.0,1,18
67,enemy,5,Conqueror,41.0,0,60
67,enemy,6,Manager,39.0,0,60
67,enemy,7,Artisan,17.0,1,37
67,enemy,8,Guardian,7.0,1,25
67,enemy,9,Explorer,0.0,1,6
68,enemy,0,Conqueror,55.0,0,60
68,enemy,1,Manager,10.0,1,34
68,enemy,2,Artisan,14.0,1,33
68,enemy,3,Guardian,9.0,1,26
68,enemy,4,Explorer,1.0,1,12
68,enemy,5,Conqueror,56.0,0,60
68,enemy,6,Manager,41.0,0,60
68,enemy,7,Artisan,7.0,1,12
68,enemy,8,Guardian,0.0,0,60
68,enemy,9,Explorer,15.0,1,34
69,enemy,0,Conqueror,50.0,0,60
69,enemy,1,Manager,40.0,0,60
69,enemy,2,Artisan,8.0,1,23
69,enemy,3,Guardian,17.0,1,35
69,enemy,4,Explorer,10.0,1,23
69,enemy,5,Conqueror,10.0,1,23
69,enemy,6,Manager,40.0,0,60
69,enemy,7,Artisan,14.0,1,23
69,enemy,8,Guardian,3.0,0,60
69,enemy,9,Explorer,8.0,1,25
70,enemy,0,Conqueror,53.0,0,60
70,enemy,1,Manager,1.0,1,10
70,enemy,2,Artisan,2.0,1,12
70,enemy,3,Guardian,16.0,1,31
70,enemy,4,Explorer,4.0,1,23
70,enemy,5,Conqueror,50.0,0,60
70,enemy,6,Manager,42.0,0,60
70,enemy,7,Artisan,8.0,1,17
70,enemy,8,Guardian,0.0,1,7
70,enemy,9,Explorer,21.0,1,47
71,enemy,0,Conqueror,44.0,0,60
71,enemy,1,Manager,41.0,0,60
71,enemy,2,Artisan,32.0,1,29
71,enemy,3,Guardian,10.0,1,29
71,enemy,4,Explorer,6.0,1,23
71,enemy,5,Conqueror,40.0,0,60
71,enemy,6,Manager,40.0,0,60
71,enemy,7,Artisan,11.0,1,30
71,enemy,8,Guardian,8.0,1,24
71,enemy,9,Explorer,3.0,1,9
72,enemy,0,Conqueror,19.0,1,41
72,enemy,1,Manager,50.0,0,60
72,enemy,2,Artisan,10.0,1,29
72,enemy,3,Guardian,6.0,1,25
72,enemy,4,Explorer,1.0,1,9
72,enemy,5,Conqueror,41.0,0,60
72,enemy,6,Manager,17.0,1,31
72,enemy,7,Artisan,18.0,1,19
72,enemy,8,Guardian,23.0,1,48
72,enemy,9,Explorer,1.0,1,6
73,enemy,0,Conqueror,64.0,0,60
73,enemy,1,Manager,35.0,1,53
73,enemy,2,Artisan,15.0,1,18
73,enemy,3,Guardian,1.0,1,10
73,enemy,4,Explorer,0.0,1,10
73,enemy,5,Conqueror,41.0,0,60
73,enemy,6,Manager,17.0,1,29
73,enemy,7,Artisan,18.0,1,36
73,enemy,8,Guardian,2.0,1,11
73,enemy,9,Explorer,12.0,1,29
74,enemy,0,Conqueror,38.0,0,60
74,enemy,1,Manager,4.0,1,10
74,enemy,2,Artisan,8.0,1,23
74,enemy,3,Guardian,0.0,0,60
74,enemy,4,Explorer,5.0,1,18
74,enemy,5,Conqueror,41.0,0,60
74,enemy,6,Manager,56.0,0,60
74,enemy,7,Artisan,10.0,1,27
74,enemy,8,Guardian,17.0,1,37
74,enemy,9,Explorer,5.0,1,18
75,enemy,0,Conqueror,39.0,0,60
75,enemy,1,Manager,10.0,1,24
75,enemy,2,Artisan,15.0,1,29
75,enemy,3,Guardian,3.0,1,15
75,enemy,4,Explorer,2.0,1,14
75,enemy,5,Conqueror,46.0,0,60
75,enemy,6,Manager,4.0,1,17
75,enemy,7,Artisan,35.0,1,53
75,enemy,8,Guardian,1.0,1,6
75,enemy,9,Explorer,14.0,1,30
76,enemy,0,Conqueror,3.0,1,18
76,enemy,1,Manager,32.0,1,52
76,enemy,2,Artisan,15.0,1,36
76,enemy,3,Guardian,18.0,1,26
76,enemy,4,Explorer,0.0,1,12
76,enemy,5,Conqueror,46.0,0,60
76,enemy,6,Manager,39.0,0,60
76,enemy,7,Artisan,8.0,1,14
76,enemy,8,Guardian,0.0,0,60
76,enemy,9,Explorer,1.0,1,8
77,enemy,0,Conqueror,38.0,0,60
77,enemy,1,Manager,17.0,1,26
77,enemy,2,Artisan,17.0,1,37
77,enemy,3,Guardian,8.0,1,26
77,enemy,4,Explorer,1.0,1,9
77,enemy,5,Conqueror,54.0,0,60
77,enemy,6,Manager,41.0,0,60
77,enemy,7,Artisan,22.0,1,34
77,enemy,8,Guardian,0.0,0,60
77,enemy,9,Explorer,7.0,1,13
78,enemy,0,Conqueror,9.0,1,36
78,enemy,1,Manager,41.0,0,60
78,enemy,2,Artisan,1.0,1,5
78,enemy,3,Guardian,0.0,0,60
78,enemy,4,Explorer,0.0,1,7
78,enemy,5,Conqueror,42.0,0,60
78,enemy,6,Manager,40.0,0,60
78,enemy,7,Artisan,9.0,1,27
78,enemy,8,Guardian,0.0,0,60
78,enemy,9,Explorer,0.0,1,7
79,enemy,0,Conqueror,41.0,0,60
79,enemy,1,Manager,41.0,0,60
79,enemy,2,Artisan,8.0,1,14
79,enemy,3,Guardian,9.0,1,39
79,enemy,4,Explorer,0.0,1,11
79,enemy,5,Conqueror,51.0,0,60
79,enemy,6,Manager,40.0,0,60
79,enemy,7,Artisan,8.0,1,22
79,enemy,8,Guardian,8.0,1,22
79,enemy,9,Explorer,0.0,1,13
80,enemy,0,Conqueror,35.0,0,60
80,enemy,1,Manager,41.0,0,60
80,enemy,2,Artisan,7.0,1,18
80,enemy,3,Guardian,0.0,0,60
80,enemy,4,Explorer,5.0,1,24
80,enemy,5,Conqueror,42.0,0,60
80,enemy,6,Manager,7.0,1,24
80,enemy,7,Artisan,10.0,1,24
80,enemy,8,Guardian,2.0,1,10
80,enemy,9,Explorer,7.0,1,25
81,enemy,0,Conqueror,28.0,1,36
81,enemy,1,Manager,14.0,1,20
81,enemy,2,Artisan,10.0,1,15
81,enemy,3,Guardian,4.0,1,20
81,enemy,4,Explorer,13.0,1,37
81,enemy,5,Conqueror,46.0,0,60
81,enemy,6,Manager,37.0,0,60
81,enemy,7,Artisan,7.0,1,17
81,enemy,8,Guardian,0.0,0,60
81,enemy,9,Explorer,2.0,1,7
82,enemy,0,Conqueror,40.0,0,60
82,enemy,1,Manager,10.0,1,27
82,enemy,2,Artisan,18.0,1,43
82,enemy,3,Guardian,6.0,1,16
82,enemy,4,Explorer,24.0,1,49
82,enemy,5,Conqueror,65.0,0,60
82,enemy,6,Manager,9.0,1,25
82,enemy,7,Artisan,9.0,1,23
82,enemy,8,Guardian,0.0,0,60
82,enemy,9,Explorer,3.0,1,14
83,enemy,0,Conqueror,41.0,0,60
83,enemy,1,Manager,45.0,0,60
83,enemy,2,Artisan,20.0,1,31
83,enemy,3,Guardian,0.0,1,7
83,enemy,4,Explorer,0.0,1,7
83,enemy,5,Conqueror,53.0,0,60
83,enemy,6,Manager,49.0,0,60
83,enemy,7,Artisan,10.0,1,24
83,enemy,8,Guardian,0.0,0,60
83,enemy,9,Explorer,17.0,1,42
84,enemy,0,Conqueror,39.0,0,60
84,enemy,1,Manager,7.0,1,14
84,enemy,2,Artisan,17.0,1,35
84,enemy,3,Guardian,0.0,0,60
84,enemy,4,Explorer,10.0,1,21
84,enemy,5,Conqueror,41.0,0,60
84,enemy,6,Manager,46.0,0,60
84,enemy,7,Artisan,19.0,1,26
84,enemy,8,Guardian,11.0,1,32
84,enemy,9,Explorer,12.0,1,26
85,enemy,0,Conqueror,49.0,0,60
85,enemy,1,Manager,10.0,1,24
85,enemy,2,Artisan,6.0,1,19
85,enemy,3,Guardian,6.0,1,22
85,enemy,4,Explorer,2.0,1,14
85,enemy,5,Conqueror,41.0,0,60
85,enemy,6,Manager,41.0,0,60
85,enemy,7,Artisan,8.0,1,21
85,enemy,8,Guardian,3.0,1,15
85,enemy,9,Explorer,4.0,1,23
86,enemy,0,Conqueror,41.0,0,60
86,enemy,1,Manager,41.0,0,60
86,enemy,2,Artisan,8.0,1,24
86,enemy,3,Guardian,1.0,1,12
86,enemy,4,Explorer,14.0,1,33
86,enemy,5,Conqueror,40.0,0,60
86,enemy,6,Manager,45.0,0,60
86,enemy,7,Artisan,9.0,1,28
86,enemy,8,Guardian,1.0,1,8
86,enemy,9,Explorer,10.0,1,16
87,enemy,0,Conqueror,41.0,0,60
87,enemy,1,Manager,46.0,0,60
87,enemy,2,Artisan,16.0,1,34
87,enemy,3,Guardian,15.0,1,26
87,enemy,4,Explorer,0.0,1,9
87,enemy,5,Conqueror,41.0,0,60
87,enemy,6,Manager,35.0,0,60
87,enemy,7,Artisan,13.0,1,34
87,enemy,8,Guardian,3.0,0,60
87,enemy,9,Explorer,17.0,1,42
88,enemy,0,Conqueror,49.0,0,60
88,enemy,1,Manager,40.0,0,60
88,enemy,2,Artisan,7.0,1,21
88,enemy,3,Guardian,14.0,1,39
88,enemy,4,Explorer,5.0,1,16
88,enemy,5,Conqueror,41.0,0,60
88,enemy,6,Manager,8.0,1,20
88,enemy,7,Artisan,14.0,1,36
88,enemy,8,Guardian,6.0,1,24
88,enemy,9,Explorer,0.0,1,8
89,enemy,0,Conqueror,64.0,0,60
89,enemy,1,Manager,1.0,1,13
89,enemy,2,Artisan,18.0,1,38
89,enemy,3,Guardian,10.0,1,33
89,enemy,4,Explorer,5.0,1,21
89,enemy,5,Conqueror,41.0,0,60
89,enemy,6,Manager,43.0,0,60
89,enemy,7,Artisan,21.0,1,41
89,enemy,8,Guardian,0.0,0,60
89,enemy,9,Explorer,7.0,1,15
90,enemy,0,Conqueror,35.0,0,60
90,enemy,1,Manager,4.0,1,12
90,enemy,2,Artisan,8.0,1,20
90,enemy,3,Guardian,8.0,1,15
90,enemy,4,Explorer,5.0,1,23
90,enemy,5,Conqueror,57.0,0,60
90,enemy,6,Manager,37.0,0,60
90,enemy,7,Artisan,4.0,1,9
90,enemy,8,Guardian,0.0,0,60
90,enemy,9,Explorer,2.0,1,12
91,enemy,0,Conqueror,6.0,1,14
91,enemy,1,Manager,3.0,1,8
91,enemy,2,Artisan,16.0,1,37
91,enemy,3,Guardian,5.0,1,20
91,enemy,4,Explorer,0.0,1,9
91,enemy,5,Conqueror,41.0,0,60
91,enemy,6,Manager,41.0,0,60
91,enemy,7,Artisan,2.0,1,10
91,enemy,8,Guardian,0.0,0,60
91,enemy,9,Explorer,2.0,1,16
92,enemy,0,Conqueror,17.0,1,23
92,enemy,1,Manager,10.0,1,29
92,enemy,2,Artisan,15.0,1,35
92,enemy,3,Guardian,5.0,1,18
92,enemy,4,Explorer,34.0,0,60
92,enemy,5,Conqueror,41.0,0,60
92,enemy,6,Manager,9.0,1,27
92,enemy,7,Artisan,10.0,1,26
92,enemy,8,Guardian,14.0,1,29
92,enemy,9,Explorer,5.0,1,15
93,enemy,0,Conqueror,40.0,0,60
93,enemy,1,Manager,14.0,1,34
93,enemy,2,Artisan,5.0,1,10
93,enemy,3,Guardian,0.0,0,60
93,enemy,4,Explorer,1.0,1,10
93,enemy,5,Conqueror,9.0,1,34
93,enemy,6,Manager,7.0,1,17
93,enemy,7,Artisan,3.0,1,16
93,enemy,8,Guardian,7.0,1,27
93,enemy,9,Explorer,1.0,1,11
94,enemy,0,Conqueror,44.0,0,60
94,enemy,1,Manager,7.0,1,22
94,enemy,2,Artisan,18.0,1,37
94,enemy,3,Guardian,0.0,0,60
94,enemy,4,Explorer,2.0,1,11
94,enemy,5,Conqueror,42.0,0,60
94,enemy,6,Manager,10.0,1,29
94,enemy,7,Artisan,18.0,1,36
94,enemy,8,Guardian,3.0,1,19
94,enemy,9,Explorer,1.0,1,6
95,enemy,0,Conqueror,37.0,0,60
95,enemy,1,Manager,58.0,0,60
95,enemy,2,Artisan,8.0,1,12
95,enemy,3,Guardian,10.0,1,47
95,enemy,4,Explorer,1.0,1,14
95,enemy,5,Conqueror,53.0,0,60
95,enemy,6,Manager,42.0,0,60
95,enemy,7,Artisan,28.0,1,39
95,enemy,8,Guardian,4.0,1,20
95,enemy,9,Explorer,5.0,1,13
96,enemy,0,Conqueror,49.0,0,60
96,enemy,1,Manager,18.0,1,37
96,enemy,2,Artisan,3.0,1,9
96,enemy,3,Guardian,0.0,0,60
96,enemy,4,Explorer,4.0,1,15
96,enemy,5,Conqueror,41.0,0,60
96,enemy,6,Manager,41.0,0,60
96,enemy,7,Artisan,17.0,1,20
96,enemy,8,Guardian,0.0,0,60
96,enemy,9,Explorer,1.0,1,9
97,enemy,0,Conqueror,41.0,0,60
97,enemy,1,Manager,18.0,1,24
97,enemy,2,Artisan,18.0,1,36
97,enemy,3,Guardian,0.0,0,60
97,enemy,4,Explorer,13.0,1,25
97,enemy,5,Conqueror,2.0,1,12
97,enemy,6,Manager,46.0,0,60
97,enemy,7,Artisan,3.0,1,14
97,enemy,8,Guardian,6.0,1,23
97,enemy,9,Explorer,2.0,1,8
98,enemy,0,Conqueror,42.0,0,60
98,enemy,1,Manager,2.0,1,11
98,enemy,2,Artisan,19.0,1,22
98,enemy,3,Guardian,0.0,0,60
98,enemy,4,Explorer,0.0,1,4
98,enemy,5,Conqueror,41.0,0,60
98,enemy,6,Manager,37.0,0,60
98,enemy,7,Artisan,23.0,1,32
98,enemy,8,Guardian,12.0,1,34
98,enemy,9,Explorer,1.0,1,16
99,enemy,0,Conqueror,34.0,1,35
99,enemy,1,Manager,27.0,1,38
99,enemy,2,Artisan,11.0,1,28
99,enemy,3,Guardian,0.0,0,60
99,enemy,4,Explorer,1.0,1,7
99,enemy,5,Conqueror,41.0,0,60
99,enemy,6,Manager,50.0,0,60
99,enemy,7,Artisan,17.0,1,24
99,enemy,8,Guardian,5.0,1,23
99,enemy,9,Explorer,3.0,1,13
