id,name,episode,agent,start_time,end_time,kill,dead
0,enemy,0,defensive,2022-11-16 17:09:18.977291,2022-11-16 17:11:40.066467,0,4.0
0,enemy,1,aggressive,2022-11-16 17:11:46.487421,2022-11-16 17:13:48.374936,0,3.0
0,enemy,2,aimer,2022-11-16 17:13:50.143032,2022-11-16 17:15:52.184785,0,3.0
0,enemy,3,hider,2022-11-16 17:15:52.325743,2022-11-16 17:17:54.159993,0,4.0
0,enemy,4,runner,2022-11-16 17:17:54.313630,2022-11-16 17:20:00.309240,0,11.0
0,enemy,5,defensive,2022-11-16 17:20:08.442094,2022-11-16 17:22:10.567731,0,1.0
0,enemy,6,aggressive,2022-11-16 17:22:10.701388,2022-11-16 17:24:14.625584,0,3.0
0,enemy,7,aimer,2022-11-16 17:24:14.771165,2022-11-16 17:26:17.220405,0,3.0
0,enemy,8,hider,2022-11-16 17:26:17.353740,2022-11-16 17:28:19.790201,0,7.0
0,enemy,9,runner,2022-11-16 17:28:26.183577,2022-11-16 17:30:28.040144,0,13.0
