id,name,episode,agent,start_time,end_time,kill,dead
0,enemy,0,defensive,2022-11-18 13:08:34.972578,2022-11-18 13:09:34.983210,36.0,0
0,enemy,1,aggressive,2022-11-18 13:09:35.021211,2022-11-18 13:10:09.995496,14.0,1
0,enemy,2,aimer,2022-11-18 13:10:10.029497,2022-11-18 13:10:27.521362,4.0,1
0,enemy,3,hider,2022-11-18 13:10:27.556362,2022-11-18 13:11:27.564009,0.0,0
0,enemy,4,runner,2022-11-18 13:11:27.597010,2022-11-18 13:11:41.460277,5.0,1
0,enemy,5,defensive,2022-11-18 13:11:41.495278,2022-11-18 13:12:41.504927,41.0,0
0,enemy,6,aggressive,2022-11-18 13:12:41.544926,2022-11-18 13:13:06.366217,13.0,1
0,enemy,7,aimer,2022-11-18 13:13:06.397216,2022-11-18 13:13:28.053399,14.0,1
0,enemy,8,hider,2022-11-18 13:13:28.088400,2022-11-18 13:13:53.312661,8.0,1
0,enemy,9,runner,2022-11-18 13:13:53.343632,2022-11-18 13:14:01.977649,1.0,1
1,enemy,0,defensive,2022-11-18 13:14:02.009651,2022-11-18 13:15:02.020622,41.0,0
1,enemy,1,aggressive,2022-11-18 13:15:02.053623,2022-11-18 13:16:02.061732,39.0,0
1,enemy,2,aimer,2022-11-18 13:16:02.096735,2022-11-18 13:16:56.922771,31.0,1
1,enemy,3,hider,2022-11-18 13:16:56.954772,2022-11-18 13:17:24.799961,8.0,1
1,enemy,4,runner,2022-11-18 13:17:24.832955,2022-11-18 13:17:36.509221,2.0,1
1,enemy,5,defensive,2022-11-18 13:17:36.542220,2022-11-18 13:18:36.549310,42.0,0
1,enemy,6,aggressive,2022-11-18 13:18:36.581307,2022-11-18 13:19:13.444017,16.0,1
1,enemy,7,aimer,2022-11-18 13:19:13.476016,2022-11-18 13:19:45.235635,26.0,1
1,enemy,8,hider,2022-11-18 13:19:45.265629,2022-11-18 13:20:41.905004,32.0,1
1,enemy,9,runner,2022-11-18 13:20:41.941005,2022-11-18 13:21:09.881349,6.0,1
2,enemy,0,defensive,2022-11-18 13:21:09.914776,2022-11-18 13:22:09.924219,38.0,0
2,enemy,1,aggressive,2022-11-18 13:22:09.960218,2022-11-18 13:22:31.070065,8.0,1
2,enemy,2,aimer,2022-11-18 13:22:31.105065,2022-11-18 13:23:31.134259,41.0,0
2,enemy,3,hider,2022-11-18 13:23:31.169259,2022-11-18 13:23:49.935443,6.0,1
2,enemy,4,runner,2022-11-18 13:23:49.963441,2022-11-18 13:23:59.438812,1.0,1
2,enemy,5,defensive,2022-11-18 13:23:59.472804,2022-11-18 13:24:59.478332,43.0,0
2,enemy,6,aggressive,2022-11-18 13:24:59.511330,2022-11-18 13:25:59.518548,41.0,0
2,enemy,7,aimer,2022-11-18 13:25:59.552799,2022-11-18 13:26:33.230367,13.0,1
2,enemy,8,hider,2022-11-18 13:26:33.267368,2022-11-18 13:27:33.267584,0.0,0
2,enemy,9,runner,2022-11-18 13:27:33.299585,2022-11-18 13:27:43.529588,1.0,1
3,enemy,0,defensive,2022-11-18 13:27:43.558579,2022-11-18 13:28:43.574384,44.0,0
3,enemy,1,aggressive,2022-11-18 13:28:43.607384,2022-11-18 13:29:43.614703,41.0,0
3,enemy,2,aimer,2022-11-18 13:29:43.650703,2022-11-18 13:29:56.411702,1.0,1
3,enemy,3,hider,2022-11-18 13:29:56.445702,2022-11-18 13:30:08.539246,6.0,1
3,enemy,4,runner,2022-11-18 13:30:08.573248,2022-11-18 13:30:18.830412,1.0,1
3,enemy,5,defensive,2022-11-18 13:30:18.860413,2022-11-18 13:31:18.867360,50.0,0
