id,name,episode,agent,start_time,end_time,kill,dead
0,enemy,0,defensive,2022-11-18 13:08:35.758577,2022-11-18 13:09:35.778212,35.0,0
0,enemy,1,aggressive,2022-11-18 13:09:35.815210,2022-11-18 13:10:35.828362,41.0,0
0,enemy,2,aimer,2022-11-18 13:10:35.864360,2022-11-18 13:10:54.765080,7.0,1
0,enemy,3,hider,2022-11-18 13:10:54.800080,2022-11-18 13:11:54.827650,0.0,0
0,enemy,4,runner,2022-11-18 13:11:54.860649,2022-11-18 13:12:19.017533,5.0,1
0,enemy,5,defensive,2022-11-18 13:12:19.049529,2022-11-18 13:13:19.050324,42.0,0
0,enemy,6,aggressive,2022-11-18 13:13:19.081322,2022-11-18 13:13:43.234078,7.0,1
0,enemy,7,aimer,2022-11-18 13:13:43.268079,2022-11-18 13:14:07.632648,10.0,1
0,enemy,8,hider,2022-11-18 13:14:07.660650,2022-11-18 13:14:17.938174,2.0,1
0,enemy,9,runner,2022-11-18 13:14:17.970172,2022-11-18 13:14:43.358788,7.0,1
1,enemy,0,defensive,2022-11-18 13:14:43.391789,2022-11-18 13:15:19.632058,28.0,1
1,enemy,1,aggressive,2022-11-18 13:15:19.665059,2022-11-18 13:15:40.272621,14.0,1
1,enemy,2,aimer,2022-11-18 13:15:40.301619,2022-11-18 13:15:55.378664,10.0,1
1,enemy,3,hider,2022-11-18 13:15:55.437646,2022-11-18 13:16:15.986292,4.0,1
1,enemy,4,runner,2022-11-18 13:16:16.018241,2022-11-18 13:16:53.946545,13.0,1
1,enemy,5,defensive,2022-11-18 13:16:53.980548,2022-11-18 13:17:53.985939,46.0,0
1,enemy,6,aggressive,2022-11-18 13:17:54.015938,2022-11-18 13:18:54.023630,37.0,0
1,enemy,7,aimer,2022-11-18 13:18:54.054637,2022-11-18 13:19:11.404640,7.0,1
1,enemy,8,hider,2022-11-18 13:19:11.439641,2022-11-18 13:20:11.441220,0.0,0
1,enemy,9,runner,2022-11-18 13:20:11.476221,2022-11-18 13:20:19.347461,2.0,1
2,enemy,0,defensive,2022-11-18 13:20:19.379341,2022-11-18 13:21:19.396688,40.0,0
2,enemy,1,aggressive,2022-11-18 13:21:19.431688,2022-11-18 13:21:47.310871,10.0,1
2,enemy,2,aimer,2022-11-18 13:21:47.344870,2022-11-18 13:22:30.804073,18.0,1
2,enemy,3,hider,2022-11-18 13:22:30.839065,2022-11-18 13:22:47.155573,6.0,1
2,enemy,4,runner,2022-11-18 13:22:47.187575,2022-11-18 13:23:36.524343,24.0,1
2,enemy,5,defensive,2022-11-18 13:23:36.566316,2022-11-18 13:24:36.582269,65.0,0
2,enemy,6,aggressive,2022-11-18 13:24:36.615270,2022-11-18 13:25:02.352648,9.0,1
2,enemy,7,aimer,2022-11-18 13:25:02.384652,2022-11-18 13:25:26.288470,9.0,1
2,enemy,8,hider,2022-11-18 13:25:26.322471,2022-11-18 13:26:26.346830,0.0,0
2,enemy,9,runner,2022-11-18 13:26:26.380829,2022-11-18 13:26:41.237971,3.0,1
3,enemy,0,defensive,2022-11-18 13:26:41.269965,2022-11-18 13:27:41.275580,41.0,0
3,enemy,1,aggressive,2022-11-18 13:27:41.307579,2022-11-18 13:28:41.313387,45.0,0
3,enemy,2,aimer,2022-11-18 13:28:41.345387,2022-11-18 13:29:12.718891,20.0,1
3,enemy,3,hider,2022-11-18 13:29:12.753881,2022-11-18 13:29:19.847545,0.0,1
3,enemy,4,runner,2022-11-18 13:29:19.879545,2022-11-18 13:29:27.548552,0.0,1
3,enemy,5,defensive,2022-11-18 13:29:27.582544,2022-11-18 13:30:27.607080,53.0,0
3,enemy,6,aggressive,2022-11-18 13:30:27.644079,2022-11-18 13:31:27.651854,49.0,0
3,enemy,7,aimer,2022-11-18 13:31:27.684857,2022-11-18 13:31:52.442162,10.0,1
3,enemy,8,hider,2022-11-18 13:31:52.479162,2022-11-18 13:32:52.502036,0.0,0
