id,name,episode,agent,start_time,end_time,kill,dead
0,enemy,0,defensive,2022-11-18 13:08:33.436579,2022-11-18 13:09:33.444211,38.0,0
0,enemy,1,aggressive,2022-11-18 13:09:33.481210,2022-11-18 13:10:33.487361,38.0,0
0,enemy,2,aimer,2022-11-18 13:10:33.522361,2022-11-18 13:10:57.274834,18.0,1
0,enemy,3,hider,2022-11-18 13:10:57.310835,2022-11-18 13:11:57.335650,0.0,0
0,enemy,4,runner,2022-11-18 13:11:57.368650,2022-11-18 13:12:08.781530,1.0,1
0,enemy,5,defensive,2022-11-18 13:12:08.818528,2022-11-18 13:13:04.441699,27.0,1
0,enemy,6,aggressive,2022-11-18 13:13:04.477698,2022-11-18 13:14:04.488652,53.0,0
0,enemy,7,aimer,2022-11-18 13:14:04.519650,2022-11-18 13:14:15.391167,0.0,1
0,enemy,8,hider,2022-11-18 13:14:15.425173,2022-11-18 13:14:51.249514,10.0,1
0,enemy,9,runner,2022-11-18 13:14:51.285504,2022-11-18 13:15:08.621622,1.0,1
1,enemy,0,defensive,2022-11-18 13:15:08.650621,2022-11-18 13:16:08.664242,41.0,0
1,enemy,1,aggressive,2022-11-18 13:16:08.696242,2022-11-18 13:17:08.723373,40.0,0
1,enemy,2,aimer,2022-11-18 13:17:08.757153,2022-11-18 13:17:48.206345,19.0,1
1,enemy,3,hider,2022-11-18 13:17:48.239343,2022-11-18 13:18:48.251186,0.0,0
1,enemy,4,runner,2022-11-18 13:18:48.284712,2022-11-18 13:19:00.687666,2.0,1
1,enemy,5,defensive,2022-11-18 13:19:00.718665,2022-11-18 13:19:19.927016,19.0,1
1,enemy,6,aggressive,2022-11-18 13:19:19.960024,2022-11-18 13:20:19.962340,48.0,0
1,enemy,7,aimer,2022-11-18 13:20:19.994341,2022-11-18 13:20:55.301466,15.0,1
1,enemy,8,hider,2022-11-18 13:20:55.338458,2022-11-18 13:21:55.360476,0.0,0
1,enemy,9,runner,2022-11-18 13:21:55.394476,2022-11-18 13:22:21.066197,10.0,1
2,enemy,0,defensive,2022-11-18 13:22:21.100199,2022-11-18 13:23:21.111258,44.0,0
2,enemy,1,aggressive,2022-11-18 13:23:21.144261,2022-11-18 13:24:21.159936,49.0,0
2,enemy,2,aimer,2022-11-18 13:24:21.191934,2022-11-18 13:24:48.402283,22.0,1
2,enemy,3,hider,2022-11-18 13:24:48.435283,2022-11-18 13:25:09.662411,8.0,1
2,enemy,4,runner,2022-11-18 13:25:09.704409,2022-11-18 13:25:38.877517,9.0,1
2,enemy,5,defensive,2022-11-18 13:25:38.911517,2022-11-18 13:25:54.242541,10.0,1
2,enemy,6,aggressive,2022-11-18 13:25:54.279541,2022-11-18 13:26:54.279629,41.0,0
2,enemy,7,aimer,2022-11-18 13:26:54.314627,2022-11-18 13:27:17.621896,17.0,1
2,enemy,8,hider,2022-11-18 13:27:17.653888,2022-11-18 13:27:53.539072,12.0,1
2,enemy,9,runner,2022-11-18 13:27:53.575071,2022-11-18 13:28:23.334050,15.0,1
3,enemy,0,defensive,2022-11-18 13:28:23.369051,2022-11-18 13:28:45.285396,13.0,1
3,enemy,1,aggressive,2022-11-18 13:28:45.317396,2022-11-18 13:29:17.348912,10.0,1
3,enemy,2,aimer,2022-11-18 13:29:17.376912,2022-11-18 13:29:52.971819,14.0,1
3,enemy,3,hider,2022-11-18 13:29:53.004704,2022-11-18 13:30:32.775388,16.0,1
3,enemy,4,runner,2022-11-18 13:30:32.811388,2022-11-18 13:30:40.074498,0.0,1
3,enemy,5,defensive,2022-11-18 13:30:40.105490,2022-11-18 13:31:40.136655,41.0,0
3,enemy,6,aggressive,2022-11-18 13:31:40.172654,2022-11-18 13:32:40.198693,42.0,0
3,enemy,7,aimer,2022-11-18 13:32:40.228693,2022-11-18 13:33:16.069072,14.0,1
3,enemy,8,hider,2022-11-18 13:33:16.103065,2022-11-18 13:33:33.642381,3.0,1
3,enemy,9,runner,2022-11-18 13:33:33.674373,2022-11-18 13:33:46.218692,1.0,1
4,enemy,0,defensive,2022-11-18 13:33:46.249692,2022-11-18 13:34:46.256568,41.0,0
4,enemy,1,aggressive,2022-11-18 13:34:46.287569,2022-11-18 13:35:23.600903,18.0,1
4,enemy,2,aimer,2022-11-18 13:35:23.628902,2022-11-18 13:35:38.433518,7.0,1
4,enemy,3,hider,2022-11-18 13:35:38.467527,2022-11-18 13:36:38.484463,0.0,0
4,enemy,4,runner,2022-11-18 13:36:38.516464,2022-11-18 13:37:16.777383,12.0,1
4,enemy,5,defensive,2022-11-18 13:37:16.810373,2022-11-18 13:38:16.827282,44.0,0
4,enemy,6,aggressive,2022-11-18 13:38:16.860282,2022-11-18 13:39:16.873027,41.0,0
4,enemy,7,aimer,2022-11-18 13:39:16.905027,2022-11-18 13:39:51.359191,14.0,1
4,enemy,8,hider,2022-11-18 13:39:51.394183,2022-11-18 13:40:05.157209,1.0,1
4,enemy,9,runner,2022-11-18 13:40:05.191201,2022-11-18 13:40:38.335492,12.0,1
5,enemy,0,defensive,2022-11-18 13:40:38.366482,2022-11-18 13:41:10.686378,9.0,1
5,enemy,1,aggressive,2022-11-18 13:41:10.719378,2022-11-18 13:41:43.980342,14.0,1
5,enemy,2,aimer,2022-11-18 13:41:44.013365,2022-11-18 13:41:57.498288,8.0,1
5,enemy,3,hider,2022-11-18 13:41:57.532389,2022-11-18 13:42:19.012855,6.0,1
5,enemy,4,runner,2022-11-18 13:42:19.043847,2022-11-18 13:42:36.958645,6.0,1
5,enemy,5,defensive,2022-11-18 13:42:36.991646,2022-11-18 13:43:37.005165,41.0,0
5,enemy,6,aggressive,2022-11-18 13:43:37.037165,2022-11-18 13:44:37.050602,60.0,0
5,enemy,7,aimer,2022-11-18 13:44:37.085603,2022-11-18 13:45:10.598613,24.0,1
5,enemy,8,hider,2022-11-18 13:45:10.630613,2022-11-18 13:46:10.644161,0.0,0
5,enemy,9,runner,2022-11-18 13:46:10.687160,2022-11-18 13:46:57.411380,19.0,1
6,enemy,0,defensive,2022-11-18 13:46:57.445352,2022-11-18 13:47:57.448634,50.0,0
6,enemy,1,aggressive,2022-11-18 13:47:57.480634,2022-11-18 13:48:29.140269,14.0,1
6,enemy,2,aimer,2022-11-18 13:48:29.176269,2022-11-18 13:49:00.329033,21.0,1
6,enemy,3,hider,2022-11-18 13:49:00.362034,2022-11-18 13:49:21.670831,7.0,1
6,enemy,4,runner,2022-11-18 13:49:21.707832,2022-11-18 13:49:34.600241,1.0,1
6,enemy,5,defensive,2022-11-18 13:49:34.646223,2022-11-18 13:50:34.652700,46.0,0
6,enemy,6,aggressive,2022-11-18 13:50:34.688700,2022-11-18 13:51:34.697617,47.0,0
6,enemy,7,aimer,2022-11-18 13:51:34.764601,2022-11-18 13:51:45.086347,3.0,1
6,enemy,8,hider,2022-11-18 13:51:45.117347,2022-11-18 13:52:16.636148,10.0,1
6,enemy,9,runner,2022-11-18 13:52:16.669150,2022-11-18 13:52:29.540073,2.0,1
7,enemy,0,defensive,2022-11-18 13:52:29.572075,2022-11-18 13:53:29.587659,41.0,0
7,enemy,1,aggressive,2022-11-18 13:53:29.624658,2022-11-18 13:54:29.655072,43.0,0
7,enemy,2,aimer,2022-11-18 13:54:29.690074,2022-11-18 13:55:08.217602,29.0,1
7,enemy,3,hider,2022-11-18 13:55:08.250603,2022-11-18 13:56:08.266364,0.0,0
7,enemy,4,runner,2022-11-18 13:56:08.298365,2022-11-18 13:56:41.465936,29.0,1
7,enemy,5,defensive,2022-11-18 13:56:41.503887,2022-11-18 13:57:41.512866,41.0,0
7,enemy,6,aggressive,2022-11-18 13:57:41.548799,2022-11-18 13:58:41.557535,41.0,0
7,enemy,7,aimer,2022-11-18 13:58:41.594536,2022-11-18 13:59:16.763732,15.0,1
7,enemy,8,hider,2022-11-18 13:59:16.797733,2022-11-18 13:59:54.978738,12.0,1
7,enemy,9,runner,2022-11-18 13:59:55.014730,2022-11-18 14:00:02.538864,1.0,1
8,enemy,0,defensive,2022-11-18 14:00:02.573858,2022-11-18 14:01:02.574099,59.0,0
8,enemy,1,aggressive,2022-11-18 14:01:02.621098,2022-11-18 14:02:02.635582,42.0,0
8,enemy,2,aimer,2022-11-18 14:02:02.670583,2022-11-18 14:02:37.803446,21.0,1
8,enemy,3,hider,2022-11-18 14:02:37.839446,2022-11-18 14:03:01.850785,5.0,1
8,enemy,4,runner,2022-11-18 14:03:01.884770,2022-11-18 14:03:43.246524,11.0,1
8,enemy,5,defensive,2022-11-18 14:03:43.281517,2022-11-18 14:04:43.293440,39.0,0
8,enemy,6,aggressive,2022-11-18 14:04:43.330019,2022-11-18 14:05:43.337968,47.0,0
8,enemy,7,aimer,2022-11-18 14:05:43.382481,2022-11-18 14:05:55.029954,1.0,1
8,enemy,8,hider,2022-11-18 14:05:55.061955,2022-11-18 14:06:55.082348,0.0,0
8,enemy,9,runner,2022-11-18 14:06:55.114348,2022-11-18 14:07:18.113398,5.0,1
9,enemy,0,defensive,2022-11-18 14:07:18.146393,2022-11-18 14:08:18.150809,39.0,0
9,enemy,1,aggressive,2022-11-18 14:08:18.183808,2022-11-18 14:09:18.191922,42.0,0
9,enemy,2,aimer,2022-11-18 14:09:18.227913,2022-11-18 14:09:44.273996,19.0,1
9,enemy,3,hider,2022-11-18 14:09:44.305998,2022-11-18 14:10:08.294614,5.0,1
9,enemy,4,runner,2022-11-18 14:10:08.329473,2022-11-18 14:10:42.144446,9.0,1
9,enemy,5,defensive,2022-11-18 14:10:42.181448,2022-11-18 14:11:36.116113,27.0,1
9,enemy,6,aggressive,2022-11-18 14:11:36.148104,2022-11-18 14:12:36.160260,42.0,0
9,enemy,7,aimer,2022-11-18 14:12:36.192673,2022-11-18 14:12:59.879397,9.0,1
9,enemy,8,hider,2022-11-18 14:12:59.909386,2022-11-18 14:13:24.962042,16.0,1
9,enemy,9,runner,2022-11-18 14:13:24.994042,2022-11-18 14:13:34.600996,0.0,1
